Entry	Entry name	Protein names	Organism	Length	EC number	Gene names	Pathway	Cofactor	Subunit structure [CC]
P24877	NU2M_ASCSU	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Ascaris suum (Pig roundworm) (Ascaris lumbricoides)	300	7.1.1.2	ND2			
Q330F2	NU2M_CARCQ	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Cardioderma cor (Heart-nosed bat)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
P16673	NU2M_LITCT	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Lithobates catesbeiana (American bullfrog) (Rana catesbeiana)	344	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
O21590	NU3M_REIME	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)	Reithrodontomys megalotis (Western harvest mouse)	115	7.1.1.2	MT-ND3 MTND3 NADH3 ND3			
Q05F85	NU4LM_AVAOC	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Avahi occidentalis (Western woolly lemur)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
O21535	NU4LM_NYCSU	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Nyctomys sumichrasti (Sumichrast's vesper rat)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q70Y27	NU1M_DASKA	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Dasypus kappleri (Great long-nosed armadillo)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
A9RAH8	NU4M_DEBHA	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	467	7.1.1.2	ND4			
P55781	NU4M_GADMO	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Gadus morhua (Atlantic cod)	460	7.1.1.2	MT-ND4 MTND4 NADH4 ND4			
P51937	NU1M_DROSU	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Drosophila subobscura (Fruit fly)	312	7.1.1.2	mt:ND1 ND1			
P03905	NU4M_HUMAN	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Homo sapiens (Human)	459	7.1.1.2	MT-ND4 MTND4 NADH4 ND4			
Q679B8	NU4LM_HYDLE	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Hydrurga leptonyx (Leopard seal) (Phoca leptonyx)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
O47497	NU4M_METSE	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Metridium senile (Brown sea anemone) (Frilled sea anemone)	491	7.1.1.2	ND4			
Q4JQH9	NU4LM_TETNG	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
P15688	NU2M_BETVU	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Beta vulgaris (Sugar beet)	515	7.1.1.2	ND2 NAD2			
P08740	NU2M_CHLRE	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Chlamydomonas reinhardtii (Chlamydomonas smithii)	382	7.1.1.2	ND2 NAD2			
P03895	NU2M_DROYA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Drosophila yakuba (Fruit fly)	341	7.1.1.2	mt:ND2 ND2			
Q5QRZ3	NU4LM_NOTTY	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Notoryctes typhlops (Southern marsupial mole) (Psammoryctes typhlops)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q8M893	NU1M_EMBAL	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Emballonura alecto (Philippine sheath-tailed bat) (Small Asian sheath-tailed bat)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
O21798	NU2M_PANTR	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Pan troglodytes (Chimpanzee)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q00540	NU2M_PHOVI	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Phoca vitulina (Harbor seal)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q34799	NU2M_SYMSY	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Symphalangus syndactylus (Siamang) (Hylobates syndactylus)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q330D6	NU2M_GARCR	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Gardnerycteris crenulatum (Striped hairy-nosed bat) (Mimon crenulatum)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
P33503	NU2M_ANOQU	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Anopheles quadrimaculatus (Common malaria mosquito)	341	7.1.1.2	ND2			
P34849	NU2M_APILI	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Apis mellifera ligustica (Common honeybee) (Italian honeybee)	333	7.1.1.2	ND2			
Q330C3	NU2M_NYCAR	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Nyctophilus arnhemensis (Northern long-eared bat)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q330A5	NU2M_NYCAE	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Nyctimene aello (Broad-striped tube-nosed fruit bat) (Nyctimene celaeno)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q9ZXY3	NU2M_PAPHA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Papio hamadryas (Hamadryas baboon)	348	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q330A0	NU2M_PTEPU	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Pteropus pumilus (Little golden-mantled flying fox)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
O79428	NU2M_RABIT	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Oryctolagus cuniculus (Rabbit)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q330B1	NU2M_BONBI	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Boneia bidens (Manado fruit bat) (Rousettus bidens)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q85PP8	NU2M_GENSE	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Genetta servalina (Servaline genet)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q38PS1	NU2M_MAMPR	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Mammuthus primigenius (Siberian woolly mammoth)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
P26846	NU2M_MARPO	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Marchantia polymorpha (Liverwort) (Marchantia aquatica)	489	7.1.1.2	ND2 NAD2			
Q2TGY2	NU2M_MARZI	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Martes zibellina (Sable)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q330E9	NU2M_MEGSP	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Megaderma spasma (Lesser false vampire bat) (Vespertilio spasma)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
O47495	NU2M_METSE	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Metridium senile (Brown sea anemone) (Frilled sea anemone)	385	7.1.1.2	ND2			
Q330E4	NU2M_MOLAE	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Molossus ater (Black mastiff bat)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q330C4	NU2M_MYOSI	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Myotis simus (Velvety myotis)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q00229	NU2M_MYTED	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Mytilus edulis (Blue mussel)	314	7.1.1.2	ND2			
Q2TGY1	NU2M_MUSKA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Mustela kathiah (Yellow-bellied weasel)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q2TQ13	NU2M_MYOKI	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Myosorex kihaulei (Kihaule's mouse shrew)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q85PQ3	NU2M_NANBI	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Nandinia binotata (African palm civet)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q71MY2	NU2M_ORYTA	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Oryzorictes talpoides (Rice tenrec)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
O79875	NU2M_PIG	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Sus scrofa (Pig)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q32ZZ9	NU2M_PTERO	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Pteropus rodricensis (Rodriguez flying fox)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q9T9X8	NU2M_PONPY	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Pongo pygmaeus (Bornean orangutan)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
Q330G8	NU2M_SACLE	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)	Saccopteryx leptura (Lesser sac-winged bat) (Lesser white-lined bat)	347	7.1.1.2	MT-ND2 MTND2 NADH2 ND2			
P03903	NU4LM_MOUSE	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Mus musculus (Mouse)	98	7.1.1.2	Mtnd4l mt-Nd4l Nd4l			
Q9G6M7	NU4LM_PTEDA	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Pteropus dasymallus (Ryukyu flying fox)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q15GS3	NU4LM_SEMEN	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Semnopithecus entellus (Hanuman langur) (Presbytis entellus)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q920Q8	NS1BP_MOUSE	Influenza virus NS1A-binding protein homolog (NS1-BP) (NS1-binding protein homolog) (Kelch family protein Nd1-L) (ND1-L2) (Nd1-S)	Mus musculus (Mouse)	642		Ivns1abp Kiaa0850 Nd1 Nd1L Nd1S Ns1 Ns1bp			SUBUNIT: Homodimer; through the BTB domain. Interacts with AHR/Aryl hydrocarbon receptor (By similarity). {ECO:0000250|UniProtKB:Q9Y6Y0}.
Q7Y8D5	NU4LM_UROTA	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Urotrichus talpoides (Japanese shrew mole)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q8SJG7	NU4LM_URSMA	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Ursus maritimus (Polar bear) (Thalarctos maritimus)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
O78705	NU1M_MACRU	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Macropus rufus (Red kangaroo) (Megaleia rufa)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
Q9XL62	NU4LM_MACOC	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Macaca ochreata (Booted macaque)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q37375	NU4M_ACACA	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Acanthamoeba castellanii (Amoeba)	497	7.1.1.2	ND4 NAD4			
O21077	NU1M_MYXGL	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Myxine glutinosa (Atlantic hagfish)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
O21406	NU4M_STRCA	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Struthio camelus (Common ostrich)	458	7.1.1.2	MT-ND4 MTND4 NADH4 ND4			
P92759	NU4M_TRIST	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4) (Fragment)	Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri)	231	7.1.1.2	MT-ND4 MTND4 NADH4 ND4			
Q37717	NU1M_ORNAN	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Ornithorhynchus anatinus (Duckbill platypus)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
P34855	NU5M_APILI	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	Apis mellifera ligustica (Common honeybee) (Italian honeybee)	554	7.1.1.2	ND5			
Q591P2	NU4LM_MICGI	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Microcebus griseorufus (Gray-brown mouse lemur)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
Q591V2	NU4LM_MICJO	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)	Microcebus jollyae (Jolly's mouse lemur)	98	7.1.1.2	MT-ND4L MTND4L NADH4L ND4L			
P43193	NU6M_ALCTO	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	Alca torda (Razorbill)	173	7.1.1.2	MT-ND6 MTND6 NADH6 ND6			
P27572	NU4M_WHEAT	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Triticum aestivum (Wheat)	495	7.1.1.2	ND4 NAD4			
P48917	NU4M_WICCA	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Wickerhamomyces canadensis (Yeast) (Pichia canadensis)	511	7.1.1.2	ND4			
P19048	NU6M_ARTSA	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6) (Fragment)	Artemia salina (Brine shrimp)	56	7.1.1.2	ND6			
P03920	NU5M_BOVIN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)	Bos taurus (Bovine)	606	7.1.1.2	MT-ND5 MTND5 NADH5 ND5			
Q96186	NU1M_PECMA	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Pecten maximus (King scallop) (Pilgrim's clam)	354	7.1.1.2	ND1			
O79670	NU1M_PELSU	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Pelomedusa subrufa (African side-necked turtle)	322	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
O78710	NU1M_PERGU	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Perameles gunnii (Eastern barred bandicoot)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
Q71PB7	NU6M_BOSIN	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	Bos indicus (Zebu)	175	7.1.1.2	MT-ND6 MTND6 NADH6 ND6			
P60498	NU6M_BRACM	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	Brassica campestris (Field mustard)	205	7.1.1.2	ND6 NAD6			SUBUNIT: Complex I is composed of about 45 different subunits. {ECO:0000250}.
P69232	NU6M_BRAFL	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	Branchiostoma floridae (Florida lancelet) (Amphioxus)	167	7.1.1.2	ND6 NAD6 NADH6			
O21408	NU1M_SCYCA	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Scyliorhinus canicula (Small-spotted catshark) (Squalus canicula)	324	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
Q96182	NU1M_POLOR	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Polypterus ornatipinnis (Ornate bichir)	319	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
P15548	NU1M_STRPU	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Strongylocentrotus purpuratus (Purple sea urchin)	322	7.1.1.2	ND1			
Q8M899	NU1M_PTEGI	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Pteropus giganteus (Indian flying fox)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
Q9T9X9	NU1M_PONPY	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Pongo pygmaeus (Bornean orangutan)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
P43196	NU6M_CALMA	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	Calidris maritima (Purple sandpiper) (Erolia maritima)	173	7.1.1.2	MT-ND6 MTND6 NADH6 ND6			
P24885	NU6M_CAEEL	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	Caenorhabditis elegans	144	7.1.1.2	nduo-6 nd6 MTCE.3			
O79427	NU1M_RABIT	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Oryctolagus cuniculus (Rabbit)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
O78714	NU1M_TACAC	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Tachyglossus aculeatus aculeatus (Southeast Australian short-beaked echidna)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
O78698	NU1M_TAMSI	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Tamias sibiricus (Siberian chipmunk) (Eutamias sibiricus)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
P03889	NU1M_RAT	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Rattus norvegicus (Rat)	318	7.1.1.2	Mtnd1 mt-Nd1 Nd1			
O78699	NU1M_TAMTE	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Tamandua tetradactyla (Southern anteater) (Myrmecophaga tetradactyla)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
O99824	NU1M_RHISA	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Rhipicephalus sanguineus (Brown dog tick) (Ixodes sanguineus)	313	7.1.1.2	ND1			
Q1HK79	NU6M_CANLU	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	Canis lupus (Gray wolf)	175	7.1.1.2	MT-ND6 MTND6 NADH6 ND6			
P48923	NU6M_CANPA	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	Candida parapsilosis (Yeast)	155	7.1.1.2	ND6 NAD6			
Q96189	NU1M_RHIUN	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Rhinoceros unicornis (Greater Indian rhinoceros)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
Q8M894	NU1M_TAPME	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Taphozous melanopogon (Black-bearded tomb bat)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
Q53AV2	NU1M_SAGLE	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Saguinus leucopus (Silvery-brown bare-face tamarin)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
O78694	NU1M_SAGOE	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Saguinus oedipus (Cotton-top tamarin)	318	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
Q37676	NU1M_SALSA	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Salmo salar (Atlantic salmon)	324	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
Q4JQI7	NU1M_TETNG	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	324	7.1.1.2	MT-ND1 MTND1 NADH1 ND1			
Q85T01	NU5M_CRYNH	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Filobasidiella neoformans var. grubii)	662	7.1.1.2	ND5 CNAG_09006			
Q34050	NU6M_CERCA	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	Ceratitis capitata (Mediterranean fruit fly) (Tephritis capitata)	174	7.1.1.2	ND6			
Q0H8X5	NU1M_USTMA	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus)	331	7.1.1.2	ND1 NAD1			
B0FWD2	NU3M_AEDAE	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	109	7.1.1.2	mt:ND3 ND3			
P48907	NU3M_ALBCA	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)	Albinaria caerulea (Land snail)	117	7.1.1.2	ND3			
Q96007	NU3M_ALLCE	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)	Allium cepa (Onion)	118	7.1.1.2	ND3 NAD3			
P24982	NU6M_CYPCA	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	Cyprinus carpio (Common carp)	172	7.1.1.2	MT-ND6 MTND6 NADH6 ND6			
