Entry	Entry name	Protein names	Organism	Length	EC number	Gene names	Pathway	Cofactor	Subunit structure [CC]
B2G685	ATP6_LACRJ	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Lactobacillus reuteri (strain JCM 1112)	235		atpB LAR_0451			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
O03169	ATP6_LATCH	ATP synthase subunit a (F-ATPase protein 6)	Latimeria chalumnae (Coelacanth)	220		MT-ATP6 ATP6 ATPASE6 MTATP6			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.
Q3BAQ4	ATPI_PHAAO	ATP synthase subunit a, chloroplastic (ATP synthase F0 sector subunit a) (F-ATPase subunit IV)	Phalaenopsis aphrodite subsp. formosana (Moth orchid)	247		atpI			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q6YXK0	ATPI_PHYPA	ATP synthase subunit a, chloroplastic (ATP synthase F0 sector subunit a) (F-ATPase subunit IV)	Physcomitrella patens subsp. patens (Moss)	249		atpI			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q85X66	ATPI_PINKO	ATP synthase subunit a, chloroplastic (ATP synthase F0 sector subunit a) (F-ATPase subunit IV)	Pinus koraiensis (Korean pine)	248		atpI			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q06GS2	ATPI_PIPCE	ATP synthase subunit a, chloroplastic (ATP synthase F0 sector subunit a) (F-ATPase subunit IV)	Piper cenocladum (Ant piper)	247		atpI			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q7MGH4	ATP6_VIBVY	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Vibrio vulnificus (strain YJ016)	270		atpB VV3257			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
A6MVW9	ATPI_RHDSA	ATP synthase subunit a, chloroplastic (ATP synthase F0 sector subunit a) (F-ATPase subunit IV)	Rhodomonas salina (Cryptomonas salina)	246		atpI			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q6ENW9	ATPI_SACOF	ATP synthase subunit a, chloroplastic (ATP synthase F0 sector subunit a) (F-ATPase subunit IV)	Saccharum officinarum (Sugarcane)	247		atpI			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q2MIJ9	ATPI_SOLBU	ATP synthase subunit a, chloroplastic (ATP synthase F0 sector subunit a) (F-ATPase subunit IV)	Solanum bulbocastanum (Wild potato)	247		atpI			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q2VEI8	ATPI_SOLTU	ATP synthase subunit a, chloroplastic (ATP synthase F0 sector subunit a) (F-ATPase subunit IV)	Solanum tuberosum (Potato)	247		atpI			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q2MIB2	ATPI_SOLLC	ATP synthase subunit a, chloroplastic (ATP synthase F0 sector subunit a) (F-ATPase subunit IV)	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	247		atpI			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q2PMT1	ATPI_SOYBN	ATP synthase subunit a, chloroplastic (ATP synthase F0 sector subunit a) (F-ATPase subunit IV)	Glycine max (Soybean) (Glycine hispida)	247		atpI			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
C1KYV2	ATP6_LISMC	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Listeria monocytogenes serotype 4b (strain CLIP80459)	238		atpB Lm4b_02504			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q2KBW1	ATP6_RHIEC	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Rhizobium etli (strain CFN 42 / ATCC 51251)	250		atpB RHE_CH00864			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q92RM8	ATP6_RHIME	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	250		atpB R00835 SMc00871			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
P57118	ATP6_BUCAI	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) (Acyrthosiphon pisum symbiotic bacterium)	274		atpB BU002			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
O05330	ATP6_RHOCA	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	237		atpB			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
A0RP13	ATP6_CAMFF	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Campylobacter fetus subsp. fetus (strain 82-40)	226		atpB CFF8240_0771			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q00825	ATPI_TRICV	ATP synthase subunit a, chloroplastic (ATP synthase F0 sector subunit a) (F-ATPase subunit IV)	Trieres chinensis (Marine centric diatom) (Odontella sinensis)	242		atpI			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q9XPT0	ATPI_WHEAT	ATP synthase subunit a, chloroplastic (ATP synthase F0 sector subunit a) (F-ATPase subunit IV)	Triticum aestivum (Wheat)	247		atpI			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
B1HM50	ATP6_LYSSC	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Lysinibacillus sphaericus (strain C3-41)	236		atpB Bsph_1010			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q6NBI2	ATP6_RHOPA	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	248		atpB RPA0846			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q0AMJ4	ATP6_MARMM	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Maricaulis maris (strain MCS10)	258		atpB Mmar10_2201			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q02B01	ATP6_SOLUE	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Solibacter usitatus (strain Ellin6076)	233		atpB Acid_0766			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
P80086	ATP6_SPIOL	ATP synthase subunit a (F-ATPase protein 6) (Fragment)	Spinacia oleracea (Spinach)	14		ATP6			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.
Q9MIY5	ATP6_DANRE	ATP synthase subunit a (F-ATPase protein 6)	Danio rerio (Zebrafish) (Brachydanio rerio)	227		mt-atp6 atp6 atpase6 mtatp6			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.
Q3B141	ATP62_CHLL7	ATP synthase subunit a 2 (ATP synthase F0 sector subunit a 2) (F-ATPase subunit 6 2)	Chlorobium luteolum (strain DSM 273 / 2530) (Pelodictyon luteolum)	341		atpB2 Plut_2098			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
A1AP45	ATP63_PELPD	ATP synthase subunit a 3 (ATP synthase F0 sector subunit a 3) (F-ATPase subunit 6 3)	Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1)	229		atpB3 Ppro_1500			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
B5XKP6	ATP6_STRPZ	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Streptococcus pyogenes serotype M49 (strain NZ131)	238		atpB Spy49_0583			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
A2C6X0	ATP6_PROM3	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Prochlorococcus marinus (strain MIT 9303)	241		atpB atpI P9303_04781			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
A5G9C3	ATP6_GEOUR	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Geobacter uraniireducens (strain Rf4) (Geobacter uraniumreducens)	229		atpB Gura_4248			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q318T6	ATP6_PROM9	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Prochlorococcus marinus (strain MIT 9312)	241		atpB atpI PMT9312_1549			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has four main subunits: a, b, b' and c. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q6G5L2	ATP6_BARHE	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Bartonella henselae (strain ATCC 49882 / DSM 28221 / Houston 1) (Rochalimaea henselae)	252		atpB BH04110			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q8W9G8	ATP6_TACAC	ATP synthase subunit a (F-ATPase protein 6)	Tachyglossus aculeatus aculeatus (Southeast Australian short-beaked echidna)	226		MT-ATP6 ATP6 ATPASE6 MTATP6			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c. Component of an ATP synthase complex composed of ATP5PB, ATP5MC1, ATP5F1E, ATP5PD, ATP5ME, ATP5PF, ATP5MF, MT-ATP6, MT-ATP8, ATP5F1A, ATP5F1B, ATP5F1D, ATP5F1C, ATP5PO, ATP5MG, ATP5MD and ATP5MPL (By similarity). Interacts with DNAJC30; interaction is direct (By similarity). {ECO:0000250|UniProtKB:P00846, ECO:0000250|UniProtKB:P00847}.
Q4QN58	ATP6_HAEI8	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Haemophilus influenzae (strain 86-028NP)	262		atpB NTHI0615			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
B5BIP2	ATP6_SALPK	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Salmonella paratyphi A (strain AKU_12601)	271		atpB SSPA3465			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01393}.
Q35920	ATP6_SALSA	ATP synthase subunit a (F-ATPase protein 6)	Salmo salar (Atlantic salmon)	227		mt-atp6 atp6 atpase6 mtatp6			SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c (By similarity). {ECO:0000250}.
